costat,curcd,datafmt,indfmt,consol,sic,datadate,gvkey,conm,tic,fyear,at,ceq,dltt,lse,ni,revt,xrd,csho,prcc_f,sich,mkt_cap,industry,boardid,companyid,datestartrole,directorid,directorname,companyname,rolename,dateendrole,datestartroleflag,dateendroleflag,seniority,UG,top20_ug,MBA,top20_mba,PhD,top20_phd,MD,top20_md,Master's,top20_masters,dob,gender,diversitynetworklabel,re,volatility,roa,adjusted_roa,firm_size,equity_capital,charter_value,retained_earnings,rd_intensity,ceo_age,ceo_gender,masters_factor,md_factor,phd_factor,mba_factor,ug_factor
I,USD,STD,INDL,C,7372,1/31/19,170616,SPLUNK INC,SPLK,2018,4500.243,1520.457,1634.474,4500.243,-275.577,1803.01,441.969,149.167,124.84,7372.0,18622.00828,Software,1813585.0,1813585.0,2015-11-19,339339.0,Doug Merritt,SPLUNK INC (De-listed 03/2024),President/CEO,2021-11-13,10.0,10.0,Executive Director,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1964-06-15,M,,-1279.731,0.029228011015743346,-0.061236026587897584,-0.1379611817798081,8.411886674300463,0.33786108883453625,2.5053331745372223,-0.28436931072388755,0.09821002999171377,54.0,0,-0.6773650833982051,-0.27530597743840163,-0.18806471044490725,-0.6182375476915621,0.1164894900028803
I,USD,STD,INDL,C,7372,1/31/20,170616,SPLUNK INC,SPLK,2019,5439.471,1999.429,1950.261,5439.471,-336.668,2358.926,619.8,157.788,155.26,7372.0,24498.16488,Software,1813585.0,1813585.0,2015-11-19,339339.0,Doug Merritt,SPLUNK INC (De-listed 03/2024),President/CEO,2021-11-13,10.0,10.0,Executive Director,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1964-06-15,M,,-1234.55,0.022768167919087177,-0.06189351868959317,-0.14209272574955817,8.601437092474557,0.3675778398303806,2.5057365720911178,-0.22696140856344305,0.1139449038334794,55.0,0,-0.6773650833982051,-0.27530597743840163,-0.18806471044490725,-0.6182375476915621,0.1164894900028803
I,USD,STD,INDL,C,7372,1/31/21,170616,SPLUNK INC,SPLK,2020,5868.486,1594.005,2633.605,5868.486,-907.98,2229.385,791.026,163.147,165.03,7372.0,26924.14941,Software,1813585.0,1813585.0,2015-11-19,339339.0,Doug Merritt,SPLUNK INC (De-listed 03/2024),President/CEO,2021-11-13,10.0,10.0,Executive Director,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1964-06-15,M,,-1566.783,0.038228194964764,-0.1547213369853826,-0.21462809791029036,8.677351957919202,0.27162116430029826,2.826773914331128,-0.26698248918034395,0.13479217638075647,56.0,0,-0.6773650833982051,-0.27530597743840163,-0.18806471044490725,-0.6182375476915621,0.1164894900028803
I,USD,STD,INDL,C,7372,1/31/22,170616,SPLUNK INC,SPLK,2021,5790.875,222.771,3363.287,5790.875,-1339.097,2673.664,1029.574,160.045,123.92,7372.0,19832.7764,Software,1813585.0,1813585.0,2021-11-13,271741.0,Graham Smith,SPLUNK INC (De-listed 03/2024),Chair/Interim CEO,2022-04-11,10.0,10.0,Executive Director,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1960-06-15,M,,-2470.043,0.0268541524829774,-0.23124260150668077,-0.2970781986880993,8.664038681774382,0.03846931594966218,4.48894688379759,-0.4265405487080968,0.17779247523042718,61.0,0,-0.6773650833982051,-0.27530597743840163,-0.18806471044490725,-0.6182375476915621,0.1164894900028803
I,USD,STD,INDL,C,7372,1/31/23,170616,SPLUNK INC,SPLK,2022,6343.923,-110.513,3301.557,6343.923,-277.862,3653.708,997.17,164.834,95.77,7372.0,15786.15218,Software,1813585.0,1813585.0,2022-04-11,1252966.0,Gary Steele,SPLUNK INC (De-listed 03/2024),President/CEO,2024-03-18,10.0,10.0,Executive Director,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1962-06-15,M,,-3809.747,0.03973894889506502,-0.04379971194480135,-0.100854957190776,8.755252625788312,-0.017420293405200536,,-0.6005348740834339,0.157185073021851,60.0,0,-0.6773650833982051,-0.27530597743840163,-0.18806471044490725,-0.6182375476915621,0.1164894900028803
A,USD,STD,INDL,C,3674,12/31/21,160888,MONOLITHIC POWER SYSTEMS INC,MPWR,2021,1585.825,1243.985,3.268,1585.825,242.023,1207.798,190.627,46.256,493.33,3674.0,22819.47248,Semiconductors/Hardware,580845.0,580845.0,2010-01-01,447596.0,Michael Hsing,MONOLITHIC POWER SYSTEMS INC,Chairman/President/CEO,2027-01-01,30.0,40.0,Executive Director,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1959-06-15,M,Asian Association Network,440.759,0.025083308206337758,0.1526164614632762,0.08678086428185765,7.368860055627642,0.7844402755663455,2.909294291235843,0.27793672063437014,0.12020683240584554,62.0,0,-0.6773650833982051,-0.27530597743840163,-0.18806471044490725,-0.6182375476915621,0.1164894900028803
A,USD,STD,INDL,C,3674,12/31/22,160888,MONOLITHIC POWER SYSTEMS INC,MPWR,2022,2058.885,1668.602,1.664,2058.885,437.672,1794.148,240.171,47.107,353.61,3674.0,16657.50627,Semiconductors/Hardware,580845.0,580845.0,2010-01-01,447596.0,Michael Hsing,MONOLITHIC POWER SYSTEMS INC,Chairman/President/CEO,2027-01-01,30.0,40.0,Executive Director,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1959-06-15,M,Asian Association Network,693.326,0.03869256680210135,0.2125771959094364,0.15552195066346178,7.629919853112476,0.810439631159584,2.3008747917667765,0.33674828851538574,0.11665100284862921,63.0,0,-0.6773650833982051,-0.27530597743840163,-0.18806471044490725,-0.6182375476915621,0.1164894900028803
A,USD,STD,INDL,C,3674,12/31/23,160888,MONOLITHIC POWER SYSTEMS INC,MPWR,2023,2434.353,2049.939,5.565,2434.353,427.374,1821.072,263.643,48.028,630.78,3674.0,30295.10184,Semiconductors/Hardware,580845.0,580845.0,2010-01-01,447596.0,Michael Hsing,MONOLITHIC POWER SYSTEMS INC,Chairman/President/CEO,2027-01-01,30.0,40.0,Executive Director,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1959-06-15,M,Asian Association Network,920.002,0.030403340604708683,0.17555958400445623,0.12686932438981996,7.797436291791063,0.842087815530451,2.6931760073920947,0.3779246477400771,0.10830105576307132,64.0,0,-0.6773650833982051,-0.27530597743840163,-0.18806471044490725,-0.6182375476915621,0.1164894900028803
A,USD,STD,INDL,C,3674,12/31/25,160888,MONOLITHIC POWER SYSTEMS INC,MPWR,2025,4194.199,3531.497,19.972,4194.199,621.483,2790.459,382.263,48.709,906.36,3674.0,44147.88924,Semiconductors/Hardware,580845.0,580845.0,2010-01-01,447596.0,Michael Hsing,MONOLITHIC POWER SYSTEMS INC,Chairman/President/CEO,2027-01-01,30.0,40.0,Executive Director,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1959-06-15,M,Asian Association Network,2594.499,0.036888723089238545,0.1481768032465794,0.09487014805440135,8.3414576590725,0.8419955753172418,2.5258232567044696,0.6185922508684019,0.09114088291947998,66.0,0,-0.6773650833982051,-0.27530597743840163,-0.18806471044490725,-0.6182375476915621,0.1164894900028803
A,USD,STD,INDL,C,3674,12/31/18,175955,IPG PHOTONICS CORP,IPGP,2018,2574.45,2205.548,41.707,2574.45,404.027,1459.874,122.769,52.942,113.29,3674.0,5997.79918,Semiconductors/Hardware,16949.0,16949.0,1998-01-02,552050.0,Doctor Valentin Gapontsev,IPG PHOTONICS CORP,Chairman/CEO,2021-05-04,30.0,10.0,Executive Director,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1939-02-23,M,,1685.604,0.03174258633262236,0.15693720988949098,0.08021205469758046,7.853391198050757,0.8567064809959408,1.000416594507507,0.6547433432383617,0.047687467226009445,79.0,0,1.3517165862897502,-0.13620231167584254,-0.13776643091151977,-0.5297285745900591,-1.7663575495855306
A,USD,STD,INDL,C,2836,12/31/25,174134,PTC THERAPEUTICS INC,PTCT,2025,2898.767,-205.313,2121.949,2898.767,682.644,1730.655,455.249,81.474,75.96,2836.0,6188.76504,Biotech,1959651.0,1959651.0,2023-03-22,2299828.0,Doctor Matthew Klein,PTC THERAPEUTICS INC,President/CEO,2027-01-01,10.0,40.0,Executive Director,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1971-06-15,M,,-2953.728,0.031816928575731325,0.23549460856978158,0.18218795337760352,7.972040753149353,-0.07082770019115024,,-1.0189601302898785,0.1570491867749288,54.0,0,1.5747316371820663,5.008075505481034,-0.59800472420945,-0.14647564644590708,2.0617153513869266
A,USD,STD,INDL,C,7372,12/31/15,171007,SERVICENOW INC,NOW,2015,1807.052,566.814,474.534,1807.052,-198.426,1005.48,217.389,160.786,86.56,7372.0,13917.63616,Software,1830138.0,1830138.0,2012-06-29,843302.0,Frank Slootman,SERVICENOW INC,President/CEO,2016-10-25,10.0,10.0,Executive Director,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1958-10-01,M,,-573.891,0.02000839071403433,-0.10980646932130343,-0.175456052439509,7.4994520671565965,0.31366778598512934,3.2008808957940165,-0.31758410936707965,0.12030035660290905,57.0,0,-0.6720449074444793,-0.23674111240146314,-0.1428900246012513,-0.648546397838306,-0.5106751006852247
A,USD,STD,INDL,C,7372,12/31/16,171007,SERVICENOW INC,NOW,2016,2033.767,386.961,507.812,2033.767,-451.804,1390.513,285.239,167.431,74.34,7372.0,12446.82054,Software,1830138.0,1830138.0,2016-10-25,843302.0,Frank Slootman,SERVICENOW INC,Chairman/President/CEO,2017-04-03,10.0,10.0,Executive Director,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1958-10-01,M,,-1018.523,0.027477502382712623,-0.22215130838488378,-0.27214556975797893,7.617645017441151,0.19026810839196429,3.470896578207184,-0.5008061395430253,0.14025156274047124,58.0,0,-0.6720449074444793,-0.23674111240146314,-0.1428900246012513,-0.648546397838306,-0.5106751006852247
A,USD,STD,INDL,C,7372,12/31/17,171007,SERVICENOW INC,NOW,2017,3397.904,584.132,630.018,3397.904,-149.13,1933.026,377.518,174.276,130.39,7372.0,22723.84764,Software,1830138.0,1830138.0,2017-04-03,103257.0,John Donahoe II,SERVICENOW INC,President/CEO,2019-11-18,10.0,10.0,Executive Director,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1960-04-30,M,,-1147.409,0.015189880749812677,-0.043888820873102946,-0.10152300870976229,8.130914049919895,0.17190950656640092,3.6610432241639046,-0.33768140594907925,0.11110319773601608,57.0,0,-0.6128736957646483,-0.09759737004036201,-0.15034967286003378,1.735222049293508,0.872841853845548
A,USD,STD,INDL,C,7372,12/31/18,171007,SERVICENOW INC,NOW,2018,3879.14,1111.199,661.707,3879.14,-26.704,2608.816,529.501,180.175,178.05,7372.0,32080.15875,Software,1830138.0,1830138.0,2017-04-03,103257.0,John Donahoe II,SERVICENOW INC,President/CEO,2019-11-18,10.0,10.0,Executive Director,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1960-04-30,M,,-982.815,0.024183491123662994,-0.006884000061869384,-0.0836091552537799,8.263368758564905,0.286454987445671,3.362798119022568,-0.25335899194151285,0.1364995849595529,58.0,0,-0.6128736957646483,-0.09759737004036201,-0.15034967286003378,1.735222049293508,0.872841853845548
A,USD,STD,INDL,C,7372,12/31/19,171007,SERVICENOW INC,NOW,2019,6022.43,2127.941,1078.202,6022.43,626.698,3460.437,748.369,189.461,282.32,7372.0,53488.62952,Software,1830138.0,1830138.0,2019-11-18,206474.0,Bill McDermott,SERVICENOW INC,President/CEO,2022-10-25,10.0,10.0,Executive Director,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1961-06-15,M,,-326.989,0.022437453059084046,0.10406065325790419,0.023861446197939187,8.703246111341361,0.3533359457893242,3.2243142534461873,-0.054295193136325366,0.12426362780472335,58.0,0,-0.5986162497683529,-0.13342965404338525,-0.11640577451831292,1.683520041240194,0.08550762578148682
A,USD,STD,INDL,C,7372,12/31/20,171007,SERVICENOW INC,NOW,2020,8715.057,2834.481,2062.932,8715.057,118.503,4519.484,1024.327,195.844,550.43,7372.0,107798.41292,Software,1830138.0,1830138.0,2019-11-18,206474.0,Bill McDermott,SERVICENOW INC,President/CEO,2022-10-25,10.0,10.0,Executive Director,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1961-06-15,M,,-139.512,0.031459869563986255,0.013597501427701504,-0.046309259497206254,9.072807498380238,0.3252395251115397,3.638404084280029,-0.01600815691739021,0.11753531847238634,59.0,0,-0.5986162497683529,-0.13342965404338525,-0.11640577451831292,1.683520041240194,0.08550762578148682
A,USD,STD,INDL,C,7372,12/31/21,171007,SERVICENOW INC,NOW,2021,10798.0,3695.0,2040.0,10798.0,230.0,5896.0,1397.0,199.608,649.11,7372.0,129567.54888,Software,1830138.0,1830138.0,2019-11-18,206474.0,Bill McDermott,SERVICENOW INC,President/CEO,2022-10-25,10.0,10.0,Executive Director,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1961-06-15,M,,30.0,0.02237451791436818,0.021300240785330618,-0.04453535639608794,9.287116210778231,0.3421929987034636,3.5572218037196417,0.0027782922763474717,0.12937581033524725,60.0,0,-0.5986162497683529,-0.13342965404338525,-0.11640577451831292,1.683520041240194,0.08550762578148682
A,USD,STD,INDL,C,7372,12/31/22,171007,SERVICENOW INC,NOW,2022,13299.0,5032.0,2136.0,13299.0,325.0,7245.0,1768.0,202.882,388.27,7372.0,78772.99414,Software,1830138.0,1830138.0,2022-10-25,206474.0,Bill McDermott,SERVICENOW INC,Chairman/CEO,2027-01-01,10.0,40.0,Executive Director,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1961-06-15,M,,236.0,0.03514270636451016,0.024437927663734114,-0.032617317582240526,9.495444123413163,0.3783743138581848,2.750752704766453,0.017745695165050004,0.13294232649071358,61.0,0,-0.5986162497683529,-0.13342965404338525,-0.11640577451831292,1.683520041240194,0.08550762578148682
A,USD,STD,INDL,C,7372,12/31/23,171007,SERVICENOW INC,NOW,2023,17387.0,7628.0,2195.0,17387.0,1731.0,8971.0,2124.0,204.724,706.49,7372.0,144635.45876,Software,1830138.0,1830138.0,2022-10-25,206474.0,Bill McDermott,SERVICENOW INC,Chairman/CEO,2027-01-01,10.0,40.0,Executive Director,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1961-06-15,M,,2032.0,0.019838140536810208,0.09955714039224708,0.0508668807776108,9.76347807952779,0.4387185828492552,2.942390811565457,0.11686892505895209,0.12216023465807788,62.0,0,-0.5986162497683529,-0.13342965404338525,-0.11640577451831292,1.683520041240194,0.08550762578148682
A,USD,STD,INDL,C,7372,12/31/24,171007,SERVICENOW INC,NOW,2024,20383.0,9609.0,2176.0,20383.0,1425.0,10984.0,2543.0,206.487,1060.12,7372.0,218900.99843999997,Software,1830138.0,1830138.0,2022-10-25,206474.0,Bill McDermott,SERVICENOW INC,Chairman/CEO,2027-01-01,10.0,40.0,Executive Director,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1961-06-15,M,,3426.0,0.021398434768059756,0.06991120051022912,0.012842081322207592,9.922456499083731,0.4714222636510818,3.125919406392768,0.1680812441740666,0.12476083010351764,63.0,0,-0.5986162497683529,-0.13342965404338525,-0.11640577451831292,1.683520041240194,0.08550762578148682
A,USD,STD,INDL,C,7372,12/31/25,171007,SERVICENOW INC,NOW,2025,26038.0,12964.0,2291.0,26038.0,1748.0,13278.0,2960.0,1047.278,153.19,7372.0,160432.51682,Software,1830138.0,1830138.0,2022-10-25,206474.0,Bill McDermott,SERVICENOW INC,Chairman/CEO,2027-01-01,10.0,40.0,Executive Director,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1961-06-15,M,,5261.0,0.025388739986525313,0.06713265227744067,0.013825997085262623,10.167312288457342,0.49788770258852444,2.5156971129242267,0.20205084875950532,0.1136800061448652,64.0,0,-0.5986162497683529,-0.13342965404338525,-0.11640577451831292,1.683520041240194,0.08550762578148682
A,USD,STD,INDL,C,3674,12/31/16,175955,IPG PHOTONICS CORP,IPGP,2016,1789.999,1557.558,37.635,1789.999,260.752,1006.173,78.552,53.252,98.71,3674.0,5256.50492,Semiconductors/Hardware,16949.0,16949.0,1998-01-02,552050.0,Doctor Valentin Gapontsev,IPG PHOTONICS CORP,Chairman/CEO,2021-05-04,30.0,10.0,Executive Director,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1939-02-23,M,,915.525,0.019626936358597795,0.14567158976066466,0.09567732838756951,7.489970340175427,0.8701446201925253,1.2163471318658907,0.5114667661825509,0.04388382339878402,77.0,0,1.3517165862897502,-0.13620231167584254,-0.13776643091151977,-0.5297285745900591,-1.7663575495855306
A,USD,STD,INDL,C,3674,12/31/17,175955,IPG PHOTONICS CORP,IPGP,2017,2367.255,2022.322,45.378,2367.255,347.614,1408.889,100.87,53.629,214.13,3674.0,11483.57777,Semiconductors/Hardware,16949.0,16949.0,1998-01-02,552050.0,Doctor Valentin Gapontsev,IPG PHOTONICS CORP,Chairman/CEO,2021-05-04,30.0,10.0,Executive Director,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1939-02-23,M,,1366.523,0.017765921837681196,0.14684265108744093,0.08920846325078159,7.7694863350168335,0.854289884275247,1.7366716385882504,0.5772605824045148,0.042610534141864734,78.0,0,1.3517165862897502,-0.13620231167584254,-0.13776643091151977,-0.5297285745900591,-1.7663575495855306
A,USD,STD,INDL,C,2834,12/31/20,177287,JAZZ PHARMACEUTICALS PLC,JAZZ,2020,6535.901,3659.69,1988.551,6535.901,238.616,2363.567,722.764,56.171,165.05,2834.0,9271.02355,Biotech,488479.0,488479.0,2009-04-03,183256.0,Bruce Cozadd,JAZZ PHARMACEUTICALS PLC,Chairperson/CEO,2025-08-11,10.0,10.0,Executive Director,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1964-06-15,M,,1026.014,0.028592700592731397,0.0365085089263133,-0.02339825199859446,8.785065489546298,0.5599365718666791,0.9295153444281504,0.1569812639450934,0.1105836823415777,56.0,0,-0.6128736957646483,-0.09759737004036201,-0.15034967286003378,1.735222049293508,0.872841853845548
A,USD,STD,INDL,C,2834,12/31/22,177287,JAZZ PHARMACEUTICALS PLC,JAZZ,2022,10835.255,3085.679,5770.389,10835.255,-224.06,3659.374,1168.249,63.212,159.31,2834.0,10070.30372,Biotech,488479.0,488479.0,2009-04-03,183256.0,Bruce Cozadd,JAZZ PHARMACEUTICALS PLC,Chairperson/CEO,2025-08-11,10.0,10.0,Executive Director,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1964-06-15,M,,-391.451,0.02045275905677641,-0.02067879343864081,-0.07773403868461545,9.290560448534313,0.2847813918546449,1.1828191367652852,-0.03612752999352577,0.10781924375568458,58.0,0,-0.6128736957646483,-0.09759737004036201,-0.15034967286003378,1.735222049293508,0.872841853845548
A,USD,STD,INDL,C,3674,1/31/23,117768,NVIDIA CORP,NVDA,2022,41182.0,22101.0,10605.0,41182.0,4368.0,26974.0,7339.0,2466.0,195.37,3674.0,481782.42,Semiconductors/Hardware,22806.0,22806.0,1993-04-01,83377.0,Jensen Huang,NVIDIA CORP,President/CEO,2027-01-01,20.0,40.0,Executive Director,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1963-02-17,M,Asian Association Network,16224.0,0.03982313514856625,0.10606575688407557,0.04901051163810093,10.625756546668091,0.5366665047836433,3.0818697449769106,0.3939585255694235,0.17820892622990628,59.0,0,1.5764848428835998,-0.142984627539358,-0.4574939900475732,-0.6449475881648674,0.986169623191155
A,USD,STD,INDL,C,3674,12/31/24,187450,ENPHASE ENERGY INC,ENPH,2024,3249.676,833.016,1224.133,3249.676,102.658,1330.383,201.315,132.448,68.68,3674.0,9096.528640000002,Semiconductors/Hardware,1810090.0,1810090.0,2017-09-03,1197971.0,Badri Kothandaraman,ENPHASE ENERGY INC,President/CEO,2027-01-01,10.0,40.0,Executive Director,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1971-06-15,M,,-251.558,0.03994647406310622,0.03159022622562988,-0.02547889296239164,8.086310578046483,0.25633817032836503,2.3905953019301465,-0.07741017873781879,0.06194925278704708,53.0,0,1.5764848428835998,-0.142984627539358,-0.4574939900475732,-0.6449475881648674,0.986169623191155
A,USD,STD,INDL,C,3674,12/31/15,184725,NXP SEMICONDUCTORS NV,NXPI,2015,26354.0,11515.0,8656.0,26354.0,1526.0,6101.0,890.0,342.004,84.25,3674.0,28813.837000000003,Semiconductors/Hardware,1656513.0,1656513.0,2010-08-06,82157.0,Rick Clemmer,NXP SEMICONDUCTORS NV,President/CEO,2018-09-09,10.0,10.0,Executive Director,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1951-06-15,M,,-3361.0,0.028413514528046604,0.05790392350307354,-0.007745659615132031,10.179375345105198,0.43693556955300905,0.917205189878327,-0.12753282234195948,0.03377096455945967,64.0,0,-0.6637970751564273,-0.2472783908292412,-0.17753790169760764,-0.006433528133942844,0.021768553178682218
A,USD,STD,INDL,C,3674,12/31/16,184725,NXP SEMICONDUCTORS NV,NXPI,2016,24898.0,10935.0,8766.0,24898.0,200.0,9498.0,1560.0,335.393,98.01,3674.0,32871.86793,Semiconductors/Hardware,1656513.0,1656513.0,2010-08-06,82157.0,Rick Clemmer,NXP SEMICONDUCTORS NV,President/CEO,2018-09-09,10.0,10.0,Executive Director,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1951-06-15,M,,-3900.0,0.023633337889277975,0.0080327737167644,-0.04196148765633076,10.122542757941732,0.4391919029640935,1.1006485597392688,-0.15663908747690578,0.06265563499076231,65.0,0,-0.6637970751564273,-0.2472783908292412,-0.17753790169760764,-0.006433528133942844,0.021768553178682218
A,USD,STD,INDL,C,3674,12/31/17,184725,NXP SEMICONDUCTORS NV,NXPI,2017,24049.0,13527.0,5814.0,24049.0,2215.0,9256.0,1577.0,342.925,117.09,3674.0,40153.08825,Semiconductors/Hardware,1656513.0,1656513.0,2010-08-06,82157.0,Rick Clemmer,NXP SEMICONDUCTORS NV,President/CEO,2018-09-09,10.0,10.0,Executive Director,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1951-06-15,M,,-2162.0,0.004183828169587926,0.09210362177221507,0.034469433935555724,10.087848694627853,0.5624766102540646,1.0880116671359101,-0.08989978793297018,0.06557445216017298,66.0,0,-0.6637970751564273,-0.2472783908292412,-0.17753790169760764,-0.006433528133942844,0.021768553178682218
A,USD,STD,INDL,C,3674,12/31/18,184725,NXP SEMICONDUCTORS NV,NXPI,2018,21530.0,10505.0,6247.0,21530.0,2208.0,9407.0,1700.0,292.79,73.28,3674.0,21455.6512,Semiconductors/Hardware,1656513.0,1656513.0,2018-09-09,82157.0,Rick Clemmer,NXP SEMICONDUCTORS NV,CEO,2020-05-27,10.0,10.0,Executive Director,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1951-06-15,M,,-1784.0,0.024766334940404533,0.1025545750116117,0.025829419819701188,9.97720259035841,0.48792382721783556,0.7141367355852388,-0.0828611240130051,0.07895959126799815,67.0,0,-0.6637970751564273,-0.2472783908292412,-0.17753790169760764,-0.006433528133942844,0.021768553178682218
A,USD,STD,INDL,C,3674,12/31/19,184725,NXP SEMICONDUCTORS NV,NXPI,2019,20016.0,9441.0,7564.0,20016.0,243.0,8877.0,1643.0,281.437,127.26,3674.0,35815.672620000005,Semiconductors/Hardware,1656513.0,1656513.0,2018-09-09,82157.0,Rick Clemmer,NXP SEMICONDUCTORS NV,CEO,2020-05-27,10.0,10.0,Executive Director,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1951-06-15,M,,-2770.0,0.021833025758573932,0.012140287769784174,-0.06805891929018082,9.904287232706693,0.4716726618705036,1.3333236735389598,-0.13838928856914468,0.08208433253397282,68.0,0,-0.6637970751564273,-0.2472783908292412,-0.17753790169760764,-0.006433528133942844,0.021768553178682218
A,USD,STD,INDL,C,3674,12/31/20,184725,NXP SEMICONDUCTORS NV,NXPI,2020,19847.0,8944.0,7786.0,19847.0,52.0,8612.0,1725.0,280.475,159.01,3674.0,44598.32975,Semiconductors/Hardware,1656513.0,1656513.0,2020-05-27,1096978.0,Kurt Sievers,NXP SEMICONDUCTORS NV,President/CEO,2025-04-28,10.0,10.0,Executive Director,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1969-01-01,M,,-4211.0,0.03816224279042459,0.002620043331485867,-0.05728671759342189,9.895808141192258,0.4506474530155691,1.6067134923604534,-0.2121731244016728,0.08691489897717539,51.0,0,1.347008305115321,-0.13338496484572893,-0.3916614307338299,0.08708464436522341,-1.1593679054721904
A,USD,STD,INDL,C,3674,12/31/21,184725,NXP SEMICONDUCTORS NV,NXPI,2021,20864.0,6528.0,10753.0,20864.0,1871.0,11063.0,1972.0,264.95,227.78,3674.0,60350.310999999994,Semiconductors/Hardware,1656513.0,1656513.0,2020-05-27,1096978.0,Kurt Sievers,NXP SEMICONDUCTORS NV,President/CEO,2025-04-28,10.0,10.0,Executive Director,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1969-01-01,M,,-5323.0,0.02402665145791148,0.08967599693251534,0.02384039975109678,9.94578046472638,0.3128834355828221,2.224065483141033,-0.2551284509202454,0.09451687116564417,52.0,0,1.347008305115321,-0.13338496484572893,-0.3916614307338299,0.08708464436522341,-1.1593679054721904
A,USD,STD,INDL,C,3674,12/31/22,184725,NXP SEMICONDUCTORS NV,NXPI,2022,23236.0,7449.0,11367.0,23236.0,2787.0,13205.0,2148.0,259.463,158.03,3674.0,41002.93789,Semiconductors/Hardware,1656513.0,1656513.0,2020-05-27,1096978.0,Kurt Sievers,NXP SEMICONDUCTORS NV,President/CEO,2025-04-28,10.0,10.0,Executive Director,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1969-01-01,M,,-3899.0,0.028903198912335358,0.11994319159924255,0.06288794635326792,10.053458079112422,0.3205801342744018,1.7055639247966692,-0.1677999655706662,0.09244276123257016,53.0,0,1.347008305115321,-0.13338496484572893,-0.3916614307338299,0.08708464436522341,-1.1593679054721904
A,USD,STD,INDL,C,3674,12/31/23,184725,NXP SEMICONDUCTORS NV,NXPI,2023,24353.0,8644.0,10379.0,24353.0,2797.0,13276.0,2418.0,257.19,229.68,3674.0,59071.3992,Semiconductors/Hardware,1656513.0,1656513.0,2020-05-27,1096978.0,Kurt Sievers,NXP SEMICONDUCTORS NV,President/CEO,2025-04-28,10.0,10.0,Executive Director,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1969-01-01,M,,-2703.0,0.020066100062355156,0.1148523795836242,0.06616211996898791,10.100410324207255,0.3549460025458876,1.9218814295448061,-0.11099248552539728,0.09928961524247526,54.0,0,1.347008305115321,-0.13338496484572893,-0.3916614307338299,0.08708464436522341,-1.1593679054721904
