costat,curcd,datafmt,indfmt,consol,sic,datadate,gvkey,conm,tic,fyear,at,ceq,dltt,lse,ni,revt,xrd,csho,prcc_f,sich,mkt_cap,industry,boardid,companyid,datestartrole,directorid,directorname,companyname,rolename,dateendrole,datestartroleflag,dateendroleflag,seniority,UG,top20_ug,MBA,top20_mba,PhD,top20_phd,MD,top20_md,Master's,top20_masters,dob,gender,diversitynetworklabel,execid,year,salary,bonus,tdc1,stock_awards_fv,cash_comp,pct_equity
A,USD,STD,INDL,C,2834,12/31/16,177287,JAZZ PHARMACEUTICALS PLC,JAZZ,2016,4800.227,1877.284,1993.531,4800.227,396.831,1487.973,186.047,59.82,109.03,2834.0,6522.1746,Biotech,488479.0,488479.0,2009-04-03,183256.0,Bruce Cozadd,JAZZ PHARMACEUTICALS PLC,Chairperson/CEO,2025-08-11,10.0,10.0,Executive Director,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1964-06-15,M,,12812.0,2016.0,917.308,0.0,8770.972,3824.157,917.308,0.43600150587642966
A,USD,STD,INDL,C,2834,12/31/17,177287,JAZZ PHARMACEUTICALS PLC,JAZZ,2017,5123.672,2713.042,1540.433,5123.672,487.848,1618.693,283.442,59.898,134.65,2834.0,8065.265700000001,Biotech,488479.0,488479.0,2009-04-03,183256.0,Bruce Cozadd,JAZZ PHARMACEUTICALS PLC,Chairperson/CEO,2025-08-11,10.0,10.0,Executive Director,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1964-06-15,M,,12812.0,2017.0,950.385,0.0,10304.61,4711.828,950.385,0.4572543744984041
A,USD,STD,INDL,C,2834,12/31/18,177287,JAZZ PHARMACEUTICALS PLC,JAZZ,2018,5203.491,2757.367,1563.025,5203.491,447.098,1890.922,226.616,57.504,123.96,2834.0,7128.195839999999,Biotech,488479.0,488479.0,2009-04-03,183256.0,Bruce Cozadd,JAZZ PHARMACEUTICALS PLC,Chairperson/CEO,2025-08-11,10.0,10.0,Executive Director,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1964-06-15,M,,12812.0,2018.0,979.285,0.0,11443.133,5204.786,979.285,0.45483924725859604
A,USD,STD,INDL,C,2834,12/31/19,177287,JAZZ PHARMACEUTICALS PLC,JAZZ,2019,5538.897,3110.926,1725.096,5538.897,523.367,2161.761,409.701,56.141,149.28,2834.0,8380.72848,Biotech,488479.0,488479.0,2009-04-03,183256.0,Bruce Cozadd,JAZZ PHARMACEUTICALS PLC,Chairperson/CEO,2025-08-11,10.0,10.0,Executive Director,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1964-06-15,M,,12812.0,2019.0,1014.415,0.0,14713.637,7001.495,1014.415,0.47585073629314084
A,USD,STD,INDL,C,3674,12/31/16,175404,FIRST SOLAR INC,FSLR,2016,6867.213,5212.687,193.736,6867.213,-357.964,2951.328,124.762,104.035,32.09,3674.0,3338.48315,Semiconductors/Hardware,897123.0,897123.0,2016-07-01,488928.0,Mark Widmar,FIRST SOLAR INC,CEO,2027-01-01,10.0,40.0,Executive Director,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1965-06-15,M,,31306.0,2016.0,650.0,0.0,4630.286,3172.811,650.0,0.6852300268277165
A,USD,STD,INDL,C,3674,12/31/19,175955,IPG PHOTONICS CORP,IPGP,2019,2730.436,2401.726,58.378,2730.436,180.234,1314.581,129.997,53.011,144.92,3674.0,7682.35412,Semiconductors/Hardware,16949.0,16949.0,1998-01-02,552050.0,Doctor Valentin Gapontsev,IPG PHOTONICS CORP,Chairman/CEO,2021-05-04,30.0,10.0,Executive Director,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1939-02-23,M,,46801.0,2019.0,930.0,0.0,1251.984,0.0,930.0,0.0
A,USD,STD,INDL,C,2834,12/31/21,177287,JAZZ PHARMACEUTICALS PLC,JAZZ,2021,12298.639,3965.136,6112.412,12298.639,-329.668,3094.238,505.748,61.633,127.4,2834.0,7852.0442,Biotech,488479.0,488479.0,2009-04-03,183256.0,Bruce Cozadd,JAZZ PHARMACEUTICALS PLC,Chairperson/CEO,2025-08-11,10.0,10.0,Executive Director,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1964-06-15,M,,12812.0,2021.0,1077.254,0.0,15679.311,13414.116,1077.254,0.8555296849459776
A,USD,STD,INDL,C,3674,12/31/24,160888,MONOLITHIC POWER SYSTEMS INC,MPWR,2024,3617.097,3145.767,12.974,3617.097,1786.7,2207.1,324.748,47.823,591.7,3674.0,28296.869100000004,Semiconductors/Hardware,580845.0,580845.0,2010-01-01,447596.0,Michael Hsing,MONOLITHIC POWER SYSTEMS INC,Chairman/President/CEO,2027-01-01,30.0,40.0,Executive Director,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1959-06-15,M,Asian Association Network,40545.0,2024.0,980.569,0.0,18979.292,12268.389,980.569,0.6464092021978479
A,USD,STD,INDL,C,2834,3/31/23,162335,PRESTIGE CONSUMER HEALTHCARE,PBH,2022,3353.729,1447.084,1357.331,3353.729,-82.306,1127.725,,49.692,62.63,5122.0,3112.20996,Biotech,1692432.0,1692432.0,2009-07-01,1376569.0,George Paleologou,PREMIUM BRANDS HOLDINGS CORP (Premium Brands Income Fund prior to 07/2009),President/CEO,2027-01-01,20.0,40.0,Executive Director,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1960-06-15,M,,,,,,,,,
A,USD,STD,INDL,C,2834,3/31/24,162335,PRESTIGE CONSUMER HEALTHCARE,PBH,2023,3318.417,1655.084,1133.504,3318.417,209.339,1125.357,,49.821,72.56,5122.0,3615.01176,Biotech,600759.0,600759.0,2017-05-01,1094011.0,Ron Lombardi,PRESTIGE CONSUMER HEALTHCARE INC (Prestige Brands Holdings (PBH) Inc prior to 08/2018),Chairman/President/CEO,2027-01-01,20.0,40.0,Executive Director,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1964-06-15,M,,42000.0,2023.0,1002.632,0.0,5763.133,3700.034,1002.632,0.6420178052458619
A,USD,STD,INDL,C,2834,3/31/25,162335,PRESTIGE CONSUMER HEALTHCARE,PBH,2024,3402.218,1834.897,1035.713,3402.218,214.605,1137.762,,49.509,85.97,2834.0,4256.28873,Biotech,600759.0,600759.0,2017-05-01,1094011.0,Ron Lombardi,PRESTIGE CONSUMER HEALTHCARE INC (Prestige Brands Holdings (PBH) Inc prior to 08/2018),Chairman/President/CEO,2027-01-01,20.0,40.0,Executive Director,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1964-06-15,M,,42000.0,2024.0,1003.564,0.0,6193.019,4000.008,1003.564,0.6458898317605678
I,USD,STD,INDL,C,7372,12/31/20,170335,PROOFPOINT INC,PFPT,2020,2498.71,441.744,962.067,2498.71,-163.809,1050.01,283.799,57.178,136.41,7372.0,7799.650979999999,Software,1813890.0,1813890.0,2018-07-09,1252966.0,Gary Steele,PROOFPOINT INC (De-listed 08/2021),Chairman/CEO,2021-08-31,10.0,10.0,Executive Director,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1962-06-15,M,,65931.0,,,,,,,
I,USD,STD,INDL,C,7372,1/31/19,170616,SPLUNK INC,SPLK,2018,4500.243,1520.457,1634.474,4500.243,-275.577,1803.01,441.969,149.167,124.84,7372.0,18622.00828,Software,1813585.0,1813585.0,2015-11-19,339339.0,Doug Merritt,SPLUNK INC (De-listed 03/2024),President/CEO,2021-11-13,10.0,10.0,Executive Director,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1964-06-15,M,,,,,,,,,
I,USD,STD,INDL,C,7372,1/31/20,170616,SPLUNK INC,SPLK,2019,5439.471,1999.429,1950.261,5439.471,-336.668,2358.926,619.8,157.788,155.26,7372.0,24498.16488,Software,1813585.0,1813585.0,2015-11-19,339339.0,Doug Merritt,SPLUNK INC (De-listed 03/2024),President/CEO,2021-11-13,10.0,10.0,Executive Director,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1964-06-15,M,,,,,,,,,
I,USD,STD,INDL,C,7372,1/31/21,170616,SPLUNK INC,SPLK,2020,5868.486,1594.005,2633.605,5868.486,-907.98,2229.385,791.026,163.147,165.03,7372.0,26924.14941,Software,1813585.0,1813585.0,2015-11-19,339339.0,Doug Merritt,SPLUNK INC (De-listed 03/2024),President/CEO,2021-11-13,10.0,10.0,Executive Director,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1964-06-15,M,,,,,,,,,
I,USD,STD,INDL,C,7372,1/31/22,170616,SPLUNK INC,SPLK,2021,5790.875,222.771,3363.287,5790.875,-1339.097,2673.664,1029.574,160.045,123.92,7372.0,19832.7764,Software,1813585.0,1813585.0,2021-11-13,271741.0,Graham Smith,SPLUNK INC (De-listed 03/2024),Chair/Interim CEO,2022-04-11,10.0,10.0,Executive Director,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1960-06-15,M,,26449.0,,,,,,,
I,USD,STD,INDL,C,7372,1/31/23,170616,SPLUNK INC,SPLK,2022,6343.923,-110.513,3301.557,6343.923,-277.862,3653.708,997.17,164.834,95.77,7372.0,15786.15218,Software,1813585.0,1813585.0,2022-04-11,1252966.0,Gary Steele,SPLUNK INC (De-listed 03/2024),President/CEO,2024-03-18,10.0,10.0,Executive Director,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1962-06-15,M,,65931.0,,,,,,,
A,USD,STD,INDL,C,3674,12/31/21,160888,MONOLITHIC POWER SYSTEMS INC,MPWR,2021,1585.825,1243.985,3.268,1585.825,242.023,1207.798,190.627,46.256,493.33,3674.0,22819.47248,Semiconductors/Hardware,580845.0,580845.0,2010-01-01,447596.0,Michael Hsing,MONOLITHIC POWER SYSTEMS INC,Chairman/President/CEO,2027-01-01,30.0,40.0,Executive Director,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1959-06-15,M,Asian Association Network,40545.0,2021.0,711.923,0.0,20254.831,13782.908,711.923,0.6804750925840852
A,USD,STD,INDL,C,3674,12/31/22,160888,MONOLITHIC POWER SYSTEMS INC,MPWR,2022,2058.885,1668.602,1.664,2058.885,437.672,1794.148,240.171,47.107,353.61,3674.0,16657.50627,Semiconductors/Hardware,580845.0,580845.0,2010-01-01,447596.0,Michael Hsing,MONOLITHIC POWER SYSTEMS INC,Chairman/President/CEO,2027-01-01,30.0,40.0,Executive Director,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1959-06-15,M,Asian Association Network,40545.0,2022.0,751.846,0.0,20664.936,13865.09,751.846,0.6709476380667232
A,USD,STD,INDL,C,3674,12/31/23,160888,MONOLITHIC POWER SYSTEMS INC,MPWR,2023,2434.353,2049.939,5.565,2434.353,427.374,1821.072,263.643,48.028,630.78,3674.0,30295.10184,Semiconductors/Hardware,580845.0,580845.0,2010-01-01,447596.0,Michael Hsing,MONOLITHIC POWER SYSTEMS INC,Chairman/President/CEO,2027-01-01,30.0,40.0,Executive Director,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1959-06-15,M,Asian Association Network,40545.0,2023.0,822.877,0.0,14643.469,12311.787,822.877,0.8407698339785471
A,USD,STD,INDL,C,3674,12/31/25,160888,MONOLITHIC POWER SYSTEMS INC,MPWR,2025,4194.199,3531.497,19.972,4194.199,621.483,2790.459,382.263,48.709,906.36,3674.0,44147.88924,Semiconductors/Hardware,580845.0,580845.0,2010-01-01,447596.0,Michael Hsing,MONOLITHIC POWER SYSTEMS INC,Chairman/President/CEO,2027-01-01,30.0,40.0,Executive Director,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1959-06-15,M,Asian Association Network,40545.0,,,,,,,
A,USD,STD,INDL,C,3674,12/31/18,175955,IPG PHOTONICS CORP,IPGP,2018,2574.45,2205.548,41.707,2574.45,404.027,1459.874,122.769,52.942,113.29,3674.0,5997.79918,Semiconductors/Hardware,16949.0,16949.0,1998-01-02,552050.0,Doctor Valentin Gapontsev,IPG PHOTONICS CORP,Chairman/CEO,2021-05-04,30.0,10.0,Executive Director,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1939-02-23,M,,46801.0,2018.0,930.0,0.0,1622.735,0.0,930.0,0.0
A,USD,STD,INDL,C,2836,12/31/25,174134,PTC THERAPEUTICS INC,PTCT,2025,2898.767,-205.313,2121.949,2898.767,682.644,1730.655,455.249,81.474,75.96,2836.0,6188.76504,Biotech,1959651.0,1959651.0,2023-03-22,2299828.0,Doctor Matthew Klein,PTC THERAPEUTICS INC,President/CEO,2027-01-01,10.0,40.0,Executive Director,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1971-06-15,M,,,,,,,,,
A,USD,STD,INDL,C,7372,12/31/15,171007,SERVICENOW INC,NOW,2015,1807.052,566.814,474.534,1807.052,-198.426,1005.48,217.389,160.786,86.56,7372.0,13917.63616,Software,1830138.0,1830138.0,2012-06-29,843302.0,Frank Slootman,SERVICENOW INC,President/CEO,2016-10-25,10.0,10.0,Executive Director,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1958-10-01,M,,57700.0,2015.0,450.0,0.0,12302.933,11660.8,450.0,0.9478065108539564
A,USD,STD,INDL,C,7372,12/31/16,171007,SERVICENOW INC,NOW,2016,2033.767,386.961,507.812,2033.767,-451.804,1390.513,285.239,167.431,74.34,7372.0,12446.82054,Software,1830138.0,1830138.0,2016-10-25,843302.0,Frank Slootman,SERVICENOW INC,Chairman/President/CEO,2017-04-03,10.0,10.0,Executive Director,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1958-10-01,M,,57700.0,2016.0,450.0,0.0,9016.517,8012.8,450.0,0.8886801854862582
A,USD,STD,INDL,C,7372,12/31/17,171007,SERVICENOW INC,NOW,2017,3397.904,584.132,630.018,3397.904,-149.13,1933.026,377.518,174.276,130.39,7372.0,22723.84764,Software,1830138.0,1830138.0,2017-04-03,103257.0,John Donahoe II,SERVICENOW INC,President/CEO,2019-11-18,10.0,10.0,Executive Director,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1960-04-30,M,,,,,,,,,
A,USD,STD,INDL,C,7372,12/31/18,171007,SERVICENOW INC,NOW,2018,3879.14,1111.199,661.707,3879.14,-26.704,2608.816,529.501,180.175,178.05,7372.0,32080.15875,Software,1830138.0,1830138.0,2017-04-03,103257.0,John Donahoe II,SERVICENOW INC,President/CEO,2019-11-18,10.0,10.0,Executive Director,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1960-04-30,M,,,,,,,,,
A,USD,STD,INDL,C,7372,12/31/19,171007,SERVICENOW INC,NOW,2019,6022.43,2127.941,1078.202,6022.43,626.698,3460.437,748.369,189.461,282.32,7372.0,53488.62952,Software,1830138.0,1830138.0,2019-11-18,206474.0,Bill McDermott,SERVICENOW INC,President/CEO,2022-10-25,10.0,10.0,Executive Director,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1961-06-15,M,,20625.0,2019.0,128.846,0.0,41682.336,19684.038,128.846,0.47223931979244155
A,USD,STD,INDL,C,7372,12/31/20,171007,SERVICENOW INC,NOW,2020,8715.057,2834.481,2062.932,8715.057,118.503,4519.484,1024.327,195.844,550.43,7372.0,107798.41292,Software,1830138.0,1830138.0,2019-11-18,206474.0,Bill McDermott,SERVICENOW INC,President/CEO,2022-10-25,10.0,10.0,Executive Director,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1961-06-15,M,,20625.0,2020.0,1000.0,0.0,25124.056,18408.206,1000.0,0.7326924442454673
A,USD,STD,INDL,C,7372,12/31/21,171007,SERVICENOW INC,NOW,2021,10798.0,3695.0,2040.0,10798.0,230.0,5896.0,1397.0,199.608,649.11,7372.0,129567.54888,Software,1830138.0,1830138.0,2019-11-18,206474.0,Bill McDermott,SERVICENOW INC,President/CEO,2022-10-25,10.0,10.0,Executive Director,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1961-06-15,M,,20625.0,2021.0,1000.0,0.0,165802.037,22984.959,1000.0,0.13862893011380795
A,USD,STD,INDL,C,7372,12/31/22,171007,SERVICENOW INC,NOW,2022,13299.0,5032.0,2136.0,13299.0,325.0,7245.0,1768.0,202.882,388.27,7372.0,78772.99414,Software,1830138.0,1830138.0,2022-10-25,206474.0,Bill McDermott,SERVICENOW INC,Chairman/CEO,2027-01-01,10.0,40.0,Executive Director,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1961-06-15,M,,20625.0,2022.0,1166.667,0.0,38502.528,27303.411,1166.667,0.7091329431667448
A,USD,STD,INDL,C,7372,12/31/23,171007,SERVICENOW INC,NOW,2023,17387.0,7628.0,2195.0,17387.0,1731.0,8971.0,2124.0,204.724,706.49,7372.0,144635.45876,Software,1830138.0,1830138.0,2022-10-25,206474.0,Bill McDermott,SERVICENOW INC,Chairman/CEO,2027-01-01,10.0,40.0,Executive Director,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1961-06-15,M,,20625.0,2023.0,1325.0,0.0,4828.73,0.0,1325.0,0.0
A,USD,STD,INDL,C,7372,12/31/24,171007,SERVICENOW INC,NOW,2024,20383.0,9609.0,2176.0,20383.0,1425.0,10984.0,2543.0,206.487,1060.12,7372.0,218900.99843999997,Software,1830138.0,1830138.0,2022-10-25,206474.0,Bill McDermott,SERVICENOW INC,Chairman/CEO,2027-01-01,10.0,40.0,Executive Director,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1961-06-15,M,,20625.0,2024.0,1350.0,0.0,37558.118,31460.267,1350.0,0.8376422641837378
A,USD,STD,INDL,C,7372,12/31/25,171007,SERVICENOW INC,NOW,2025,26038.0,12964.0,2291.0,26038.0,1748.0,13278.0,2960.0,1047.278,153.19,7372.0,160432.51682,Software,1830138.0,1830138.0,2022-10-25,206474.0,Bill McDermott,SERVICENOW INC,Chairman/CEO,2027-01-01,10.0,40.0,Executive Director,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1961-06-15,M,,20625.0,,,,,,,
A,USD,STD,INDL,C,3674,12/31/16,175955,IPG PHOTONICS CORP,IPGP,2016,1789.999,1557.558,37.635,1789.999,260.752,1006.173,78.552,53.252,98.71,3674.0,5256.50492,Semiconductors/Hardware,16949.0,16949.0,1998-01-02,552050.0,Doctor Valentin Gapontsev,IPG PHOTONICS CORP,Chairman/CEO,2021-05-04,30.0,10.0,Executive Director,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1939-02-23,M,,46801.0,2016.0,735.4,0.0,1481.397,0.0,735.4,0.0
A,USD,STD,INDL,C,3674,12/31/17,175955,IPG PHOTONICS CORP,IPGP,2017,2367.255,2022.322,45.378,2367.255,347.614,1408.889,100.87,53.629,214.13,3674.0,11483.57777,Semiconductors/Hardware,16949.0,16949.0,1998-01-02,552050.0,Doctor Valentin Gapontsev,IPG PHOTONICS CORP,Chairman/CEO,2021-05-04,30.0,10.0,Executive Director,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1939-02-23,M,,46801.0,2017.0,832.0,0.0,2284.683,0.0,832.0,0.0
A,USD,STD,INDL,C,2834,12/31/20,177287,JAZZ PHARMACEUTICALS PLC,JAZZ,2020,6535.901,3659.69,1988.551,6535.901,238.616,2363.567,722.764,56.171,165.05,2834.0,9271.02355,Biotech,488479.0,488479.0,2009-04-03,183256.0,Bruce Cozadd,JAZZ PHARMACEUTICALS PLC,Chairperson/CEO,2025-08-11,10.0,10.0,Executive Director,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1964-06-15,M,,12812.0,2020.0,1085.123,0.0,12573.3,5881.195,1085.123,0.4677526981778849
A,USD,STD,INDL,C,2834,12/31/22,177287,JAZZ PHARMACEUTICALS PLC,JAZZ,2022,10835.255,3085.679,5770.389,10835.255,-224.06,3659.374,1168.249,63.212,159.31,2834.0,10070.30372,Biotech,488479.0,488479.0,2009-04-03,183256.0,Bruce Cozadd,JAZZ PHARMACEUTICALS PLC,Chairperson/CEO,2025-08-11,10.0,10.0,Executive Director,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1964-06-15,M,,12812.0,2022.0,1199.169,0.0,17325.618,14873.643,1199.169,0.8584769097414015
A,USD,STD,INDL,C,3674,1/31/23,117768,NVIDIA CORP,NVDA,2022,41182.0,22101.0,10605.0,41182.0,4368.0,26974.0,7339.0,2466.0,195.37,3674.0,481782.42,Semiconductors/Hardware,22806.0,22806.0,1993-04-01,83377.0,Jensen Huang,NVIDIA CORP,President/CEO,2027-01-01,20.0,40.0,Executive Director,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1963-02-17,M,Asian Association Network,19583.0,2022.0,996.832,0.0,21356.924,19666.382,996.832,0.9208433761341288
A,USD,STD,INDL,C,3674,12/31/24,187450,ENPHASE ENERGY INC,ENPH,2024,3249.676,833.016,1224.133,3249.676,102.658,1330.383,201.315,132.448,68.68,3674.0,9096.528640000002,Semiconductors/Hardware,1810090.0,1810090.0,2017-09-03,1197971.0,Badri Kothandaraman,ENPHASE ENERGY INC,President/CEO,2027-01-01,10.0,40.0,Executive Director,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1971-06-15,M,,45833.0,2024.0,450.0,0.0,12630.005,12156.58,450.0,0.9625158501520784
A,USD,STD,INDL,C,3674,12/31/15,184725,NXP SEMICONDUCTORS NV,NXPI,2015,26354.0,11515.0,8656.0,26354.0,1526.0,6101.0,890.0,342.004,84.25,3674.0,28813.837000000003,Semiconductors/Hardware,1656513.0,1656513.0,2010-08-06,82157.0,Rick Clemmer,NXP SEMICONDUCTORS NV,President/CEO,2018-09-09,10.0,10.0,Executive Director,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1951-06-15,M,,15587.0,2015.0,1273.33,1530.511,4512.657,0.0,2803.841,0.0
A,USD,STD,INDL,C,3674,12/31/16,184725,NXP SEMICONDUCTORS NV,NXPI,2016,24898.0,10935.0,8766.0,24898.0,200.0,9498.0,1560.0,335.393,98.01,3674.0,32871.86793,Semiconductors/Hardware,1656513.0,1656513.0,2010-08-06,82157.0,Rick Clemmer,NXP SEMICONDUCTORS NV,President/CEO,2018-09-09,10.0,10.0,Executive Director,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1951-06-15,M,,15587.0,2016.0,1263.58,546.815,3434.463,0.0,1810.395,0.0
A,USD,STD,INDL,C,3674,12/31/17,184725,NXP SEMICONDUCTORS NV,NXPI,2017,24049.0,13527.0,5814.0,24049.0,2215.0,9256.0,1577.0,342.925,117.09,3674.0,40153.08825,Semiconductors/Hardware,1656513.0,1656513.0,2010-08-06,82157.0,Rick Clemmer,NXP SEMICONDUCTORS NV,President/CEO,2018-09-09,10.0,10.0,Executive Director,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1951-06-15,M,,15587.0,2017.0,1291.625,0.0,3845.829,0.0,1291.625,0.0
A,USD,STD,INDL,C,3674,12/31/18,184725,NXP SEMICONDUCTORS NV,NXPI,2018,21530.0,10505.0,6247.0,21530.0,2208.0,9407.0,1700.0,292.79,73.28,3674.0,21455.6512,Semiconductors/Hardware,1656513.0,1656513.0,2018-09-09,82157.0,Rick Clemmer,NXP SEMICONDUCTORS NV,CEO,2020-05-27,10.0,10.0,Executive Director,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1951-06-15,M,,15587.0,2018.0,1369.73,0.0,5036.19,0.0,1369.73,0.0
A,USD,STD,INDL,C,3674,12/31/19,184725,NXP SEMICONDUCTORS NV,NXPI,2019,20016.0,9441.0,7564.0,20016.0,243.0,8877.0,1643.0,281.437,127.26,3674.0,35815.672620000005,Semiconductors/Hardware,1656513.0,1656513.0,2018-09-09,82157.0,Rick Clemmer,NXP SEMICONDUCTORS NV,CEO,2020-05-27,10.0,10.0,Executive Director,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1951-06-15,M,,15587.0,2019.0,1345.2,0.0,20558.002,17455.843,1345.2,0.8491021160519393
A,USD,STD,INDL,C,3674,12/31/20,184725,NXP SEMICONDUCTORS NV,NXPI,2020,19847.0,8944.0,7786.0,19847.0,52.0,8612.0,1725.0,280.475,159.01,3674.0,44598.32975,Semiconductors/Hardware,1656513.0,1656513.0,2020-05-27,1096978.0,Kurt Sievers,NXP SEMICONDUCTORS NV,President/CEO,2025-04-28,10.0,10.0,Executive Director,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1969-01-01,M,,60463.0,2020.0,759.968,0.0,16960.229,16063.333,759.968,0.9471176951679132
A,USD,STD,INDL,C,3674,12/31/21,184725,NXP SEMICONDUCTORS NV,NXPI,2021,20864.0,6528.0,10753.0,20864.0,1871.0,11063.0,1972.0,264.95,227.78,3674.0,60350.310999999994,Semiconductors/Hardware,1656513.0,1656513.0,2020-05-27,1096978.0,Kurt Sievers,NXP SEMICONDUCTORS NV,President/CEO,2025-04-28,10.0,10.0,Executive Director,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1969-01-01,M,,60463.0,2021.0,1181.8,0.0,20911.892,16314.944,1181.8,0.7801754140658339
A,USD,STD,INDL,C,3674,12/31/22,184725,NXP SEMICONDUCTORS NV,NXPI,2022,23236.0,7449.0,11367.0,23236.0,2787.0,13205.0,2148.0,259.463,158.03,3674.0,41002.93789,Semiconductors/Hardware,1656513.0,1656513.0,2020-05-27,1096978.0,Kurt Sievers,NXP SEMICONDUCTORS NV,President/CEO,2025-04-28,10.0,10.0,Executive Director,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1969-01-01,M,,60463.0,2022.0,1098.136,0.0,20771.851,17119.017,1098.136,0.8241449931448094
A,USD,STD,INDL,C,3674,12/31/23,184725,NXP SEMICONDUCTORS NV,NXPI,2023,24353.0,8644.0,10379.0,24353.0,2797.0,13276.0,2418.0,257.19,229.68,3674.0,59071.3992,Semiconductors/Hardware,1656513.0,1656513.0,2020-05-27,1096978.0,Kurt Sievers,NXP SEMICONDUCTORS NV,President/CEO,2025-04-28,10.0,10.0,Executive Director,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1969-01-01,M,,60463.0,2023.0,1192.923,0.0,20702.893,16852.54,1192.923,0.8140186011684455
A,USD,STD,INDL,C,3674,12/31/24,184725,NXP SEMICONDUCTORS NV,NXPI,2024,24385.0,9183.0,10577.0,24385.0,2510.0,12614.0,2347.0,254.325,207.85,3674.0,52861.45125,Semiconductors/Hardware,1656513.0,1656513.0,2020-05-27,1096978.0,Kurt Sievers,NXP SEMICONDUCTORS NV,President/CEO,2025-04-28,10.0,10.0,Executive Director,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1969-01-01,M,,60463.0,2024.0,1262.863,0.0,20694.772,17950.484,1262.863,0.8673922090081495
