directorid,annualreportdate,boardid,salary,bonus,estvaloptaward,eqlinkremratio,wealthdelta
1396615,2024-10-01,3876520,,,,,
544257,2019-12-01,864,,,,,
544257,2017-12-01,864,,,,,
544257,2020-12-01,864,,,,,
544257,2021-12-01,864,,,,,
544257,2015-12-01,864,,,,,
544257,2016-12-01,864,,,,,
544257,2018-12-01,864,,,,,
647302,2022-12-01,864,,,,,
647302,2021-12-01,864,,,,,
647302,2024-12-01,864,,,,,
647302,2023-12-01,864,,,,,
104962,2020-12-01,1391,,,,,
104962,2024-12-01,1391,,,,,
104962,2016-12-01,1391,,,,,
104962,2017-12-01,1391,,,,,
104962,2022-12-01,1391,,,,,
104962,2018-12-01,1391,,,,,
104962,2023-12-01,1391,,,,,
104962,2015-12-01,1391,,,,,
104962,2019-12-01,1391,,,,,
104962,2021-12-01,1391,,,,,
1192124,2017-12-01,2273,0,,,,
1192124,2021-12-01,2273,125,,,0.65,14
1192124,2024-12-01,2273,125,,,0.53,16
1192124,2023-12-01,2273,125,,,0.63,19
1192124,2019-12-01,2273,125,,,0.64,6
1192124,2020-12-01,2273,125,,,0.64,8
1192124,2018-12-01,2273,134,,,0.67,3
1192124,2022-12-01,2273,125,,,0.64,18
1077323,2015-12-01,3684,,,,,
1074205,2022-12-01,4584,0,,,1,5
1074205,2023-12-01,4584,0,,,1,11
1074205,2024-12-01,4584,0,,,1,21
1074205,2021-12-01,4584,0,,,1,1
1093830,2024-12-01,5118,1537,,,0.85,210
1093830,2023-12-01,5118,1257,0,,0.59,195
1093830,2023-12-01,5118,1257,0,,0.59,195
1093830,2019-12-01,5118,891,,,0.72,55
1093830,2022-12-01,5118,1064,0,,0.59,224
1093830,2020-12-01,5118,953,,,0.65,123
1093830,2021-12-01,5118,1020,,,0.61,164
1093830,2024-12-01,5118,1537,,,0.85,210
142122,2022-12-01,6495,1399,0,3115,0.9,913
142122,2023-12-01,6495,1462,,4210,0.92,1180
142122,2015-12-01,6495,0,,,,
142122,2016-12-01,6495,0,,,,
142122,2018-12-01,6495,0,,,,
142122,2019-12-01,6495,0,,,,
142122,2017-12-01,6495,0,,,,
142122,2021-12-01,6495,1354,,4103,0.91,1703
142122,2020-12-01,6495,1355,,6300,0.94,1413
142122,2024-12-01,6495,1513,,2641,0.88,811
142122,2021-12-01,6495,1354,,4103,0.91,1703
142122,2023-12-01,6495,1462,,4210,0.92,1180
142122,2024-12-01,6495,1513,,2641,0.88,811
142122,2020-12-01,6495,1355,,6300,0.94,1413
142122,2022-12-01,6495,1399,0,3115,0.9,913
34345,2018-03-01,7584,,,,,
485621,2021-03-01,7584,0,,,1,11
485621,2023-03-01,7584,,,,,
485621,2020-03-01,7584,0,,,1,1
485621,2022-03-01,7584,0,,,1,16
640531,2017-12-01,12986,0,,,1,3
640531,2018-12-01,12986,,,,,
640531,2016-12-01,12986,0,,,1,0
495149,2024-12-01,14399,87,,,0.7,2
444827,2024-12-01,15207,125,,,0.47,1
332327,2015-12-01,16157,,,,,
332327,2020-12-01,16157,,,,,
332327,2024-12-01,16157,,,,,
332327,2017-12-01,16157,,,,,
332327,2016-12-01,16157,,,,,
332327,2018-12-01,16157,,,,,
332327,2019-12-01,16157,,,,,
332327,2021-12-01,16157,,,,,
332327,2022-12-01,16157,,,,,
332327,2023-12-01,16157,,,,,
485621,2018-12-01,17913,100,,,0.67,65
485621,2015-12-01,17913,100,,,0.67,54
485621,2016-12-01,17913,100,,,0.63,53
485621,2019-12-01,17913,100,,,0.72,86
485621,2020-12-01,17913,100,,,0.68,90
485621,2017-12-01,17913,100,,,0.68,62
485621,2021-12-01,17913,100,,,0.66,103
485621,2022-12-01,17913,,,,,
8391,2018-12-01,19820,83,,,0.47,2
8391,2023-12-01,19820,115,,,0.59,12
8391,2019-12-01,19820,0,,,1,4
8391,2021-12-01,19820,115,,,0.59,10
8391,2024-12-01,19820,160,,,0.52,13
8391,2022-12-01,19820,115,,,0.68,10
8391,2020-12-01,19820,0,,,1,7
205405,2021-09-01,20589,1350,,,0.93,1303
205405,2022-09-01,20589,1410,,,0.93,1127
2107029,2024-12-01,22589,,,,,
56076,2022-12-01,24205,1264,,,0.9,281
56076,2020-12-01,24205,1220,,,0.91,223
56076,2018-12-01,24205,278,950,3067,0.74,43
56076,2019-12-01,24205,1200,,,0.9,137
56076,2023-12-01,24205,,,,,
56076,2022-12-01,24205,1264,,,0.9,281
56076,2019-12-01,24205,1200,,,0.9,137
56076,2021-12-01,24205,1236,,,0.88,239
56076,2021-12-01,24205,1236,,,0.88,239
56076,2023-12-01,24205,,,,,
56076,2018-12-01,24205,278,950,3067,0.74,43
56076,2020-12-01,24205,1220,,,0.91,223
61667,2017-12-01,26497,,,,,
61667,2023-12-01,26497,,,,,
61667,2024-12-01,26497,,,,,
61667,2016-12-01,26497,,,,,
61667,2022-12-01,26497,,,,,
61667,2015-12-01,26497,,,,,
61667,2019-12-01,26497,,,,,
61667,2021-12-01,26497,,,,,
61667,2020-12-01,26497,,,,,
61667,2018-12-01,26497,,,,,
31551,2019-12-01,27219,1659,,20742,0.97,4975
31551,2020-12-01,27219,1702,,19663,0.96,4590
31551,2016-12-01,27219,1527,,24965,0.97,3000
485800,2021-12-01,27219,1320,,12638,0.96,944
485800,2016-12-01,27219,992,,7698,0.93,513
485800,2017-12-01,27219,1018,,3913,0.91,563
485800,2019-12-01,27219,1076,,5531,0.93,896
485800,2022-12-01,27219,1539,0,14790,0.96,1691
485800,2023-12-01,27219,1603,0,9057,0.95,1781
485800,2015-12-01,27219,964,1250,5645,0.83,303
485800,2018-12-01,27219,1044,,6372,0.94,947
485800,2020-12-01,27219,1113,,4994,0.92,706
485800,2021-12-01,27219,1320,,12638,0.96,944
485800,2024-12-01,27219,1624,0,6656,0.94,1655
485800,2022-12-01,27219,1539,0,14790,0.96,1691
485800,2023-12-01,27219,1603,0,9057,0.95,1781
485800,2024-12-01,27219,1624,0,6656,0.94,1655
34852,2024-12-01,27977,,,,,
34852,2017-12-01,27977,,,,,
34852,2022-12-01,27977,,,,,
34852,2018-12-01,27977,,,,,
34852,2021-01-01,27977,,,,,
34852,2022-01-01,27977,,,,,
34852,2023-12-01,27977,,,,,
34852,2019-12-01,27977,,,,,
1074205,2019-12-01,30658,,,,,
1074205,2017-12-01,30658,,,,,
1074205,2018-12-01,30658,,,,,
1074205,2020-12-01,30658,,,,,
1074205,2016-12-01,30658,,,,,
1127175,2018-12-01,852951,,,,,
1127175,2020-12-01,852951,,,,,
1127175,2024-12-01,852951,,,,,
1127175,2021-12-01,852951,,,,,
1127175,2017-12-01,852951,,,,,
1127175,2023-12-01,852951,,,,,
1127175,2016-12-01,852951,,,,,
1127175,2022-12-01,852951,,,,,
1127175,2015-12-01,852951,,,,,
1127175,2019-12-01,852951,,,,,
46796,2024-12-01,3235375,,,,,
46796,2020-12-01,3235375,,,,,
46796,2021-12-01,3235375,,,,,
1047323,2021-12-01,3235952,,,,,
1047323,2023-10-01,3235952,,,,,
1047323,2022-12-01,3235952,,,,,
1134582,2024-12-01,3260477,,,,,
90127,2020-12-01,3267609,,,,,
90127,2021-12-01,3267609,,,,,
90127,2022-09-01,3267609,,,,,
843302,2025-01-01,3267950,,,,,
843302,2025-01-01,3267950,,,,,
843302,2021-01-01,3267950,,,,,
843302,2023-01-01,3267950,,,,,
843302,2024-01-01,3267950,,,,,
843302,2022-01-01,3267950,,,,,
1123231,2024-12-01,3268017,,,,,
345845,2022-10-01,3286810,,,,,
345845,2020-12-01,3286810,,,,,
345845,2021-12-01,3286810,,,,,
833256,2020-12-01,3286846,,,,,
833256,2022-03-01,3286846,,,,,
1123231,2020-12-01,3307623,,,,,
1123231,2023-08-01,3307623,,,,,
1123231,2022-12-01,3307623,,,,,
1123231,2021-12-01,3307623,,,,,
513708,2021-12-01,3353782,,,,,
1890670,2021-12-01,3354426,,,,,
1890670,2023-12-01,3354426,,,,,
1890670,2022-12-01,3354426,,,,,
1890670,2024-12-01,3354426,,,,,
657839,2021-12-01,3397377,,,,,
657839,2023-12-01,3397377,,,,,
657839,2022-12-01,3397377,,,,,
657839,2022-12-01,3468436,,,,,
657839,2023-12-01,3468436,,,,,
657839,2021-12-01,3468436,,,,,
34345,2021-12-01,3482715,,,,,
34345,2022-12-01,3482715,,,,,
485621,2023-12-01,3563743,,,,,
485621,2022-12-01,3563743,,,,,
183256,2025-05-01,3640951,,,,,
183256,2023-12-01,3640951,,,,,
275263,2024-12-01,3649983,,,,,
182411,2022-12-01,3655000,,,,,
182411,2023-12-01,3655000,,,,,
206474,2025-07-01,4004264,,,,,
1860271,2025-07-01,4004264,,,,,
332806,2025-08-01,4011560,,,,,
1616987,2025-11-01,4041540,,,,,
1134582,2019-12-01,2029,,,,,
1134582,2021-12-01,2029,,,,,
1134582,2023-12-01,2029,,,,,
1134582,2018-12-01,2029,,,,,
1134582,2022-12-01,2029,,,,,
1134582,2020-12-01,2029,,,,,
1134582,2024-12-01,2029,,,,,
534543,2017-12-01,4730,28,,,0.95,6
534543,2022-12-01,4730,0,,,1,18
534543,2024-12-01,4730,0,,,1,23
534543,2016-12-01,4730,0,,,,
534543,2018-12-01,4730,0,,,1,9
534543,2019-12-01,4730,135,,,0.6,13
534543,2021-12-01,4730,0,,,1,15
534543,2023-12-01,4730,0,,,1,29
534543,2020-12-01,4730,135,,,0.6,12
640531,2020-12-01,4730,92,,,0.6,5
640531,2021-12-01,4730,0,,,1,9
640531,2023-12-01,4730,0,,,1,26
640531,2022-12-01,4730,0,,,1,15
640531,2024-12-01,4730,0,,,1,23
31551,2016-12-01,11430,110,,,0.67,48
205183,2016-12-01,12153,83,,,0.64,18
205183,2017-12-01,12153,138,,,0.44,1
205183,2022-12-01,12153,100,,,0.61,6
205183,2024-12-01,12153,113,,,0.62,13
205183,2020-12-01,12153,100,,,0.49,3
205183,2023-12-01,12153,110,,,0.63,9
205183,2015-12-01,12153,83,,,0.56,14
205183,2019-12-01,12153,110,,,0.54,3
205183,2021-12-01,12153,100,,,0.52,4
205183,2018-12-01,12153,138,,,0.44,19
444827,2023-12-01,15207,120,,,0.59,2
183266,2020-12-01,15783,0,,,1,8
183266,2016-12-01,15783,0,,,1,2
183266,2018-12-01,15783,0,,,1,4
183266,2015-12-01,15783,10,,,0.81,1
183266,2022-12-01,15783,117,,,0.59,10
183266,2024-12-01,15783,94,,,0.64,13
183266,2017-12-01,15783,0,,,1,5
183266,2021-12-01,15783,70,,,0.7,8
183266,2019-12-01,15783,0,,,1,92
183266,2023-12-01,15783,94,,,0.62,10
1249099,2018-12-01,15783,996,,5595,0.89,517
1249099,2015-12-01,15783,899,,7067,0.91,608
1249099,2019-12-01,15783,1044,,9041,0.94,1281
1249099,2021-12-01,15783,1140,,6089,0.92,905
1249099,2023-12-01,15783,1292,,5436,0.93,954
1249099,2020-12-01,15783,1095,,8686,0.94,961
1249099,2022-12-01,15783,1227,,6944,0.94,1173
1249099,2024-12-01,15783,1345,,6726,0.94,1248
1249099,2020-12-01,15783,1095,,8686,0.94,961
1249099,2024-12-01,15783,1345,,6726,0.94,1248
1249099,2015-12-01,15783,899,,7067,0.91,608
1249099,2016-12-01,15783,938,,10053,0.94,715
1249099,2018-12-01,15783,996,,5595,0.89,517
1249099,2019-12-01,15783,1044,,9041,0.94,1281
1249099,2023-12-01,15783,1292,,5436,0.93,954
1249099,2021-12-01,15783,1140,,6089,0.92,905
1249099,2017-12-01,15783,967,,10243,0.93,732
1249099,2016-12-01,15783,938,,10053,0.94,715
1249099,2017-12-01,15783,967,,10243,0.93,732
1249099,2022-12-01,15783,1227,,6944,0.94,1173
593280,2018-12-01,18888,775,,,0.88,132
1068880,2020-12-01,18888,1483,,,0.94,1500
1068880,2024-12-01,18888,1690,,,0.95,7318
1068880,2017-12-01,18888,1400,,,0.93,371
1068880,2021-12-01,18888,1500,,,0.95,2262
1068880,2018-12-01,18888,1400,,,0.97,801
1068880,2022-12-01,18888,1500,0,,0.97,3391
1068880,2023-12-01,18888,1621,0,,0.97,5654
1068880,2017-12-01,18888,1400,,,0.93,371
1068880,2018-12-01,18888,1400,,,0.97,801
1068880,2019-12-01,18888,1400,,,0.95,1097
1068880,2023-12-01,18888,1621,0,,0.97,5654
1068880,2024-12-01,18888,1690,,,0.95,7318
1068880,2020-12-01,18888,1483,,,0.94,1500
1068880,2021-12-01,18888,1500,,,0.95,2262
1068880,2022-12-01,18888,1500,0,,0.97,3391
1068880,2019-12-01,18888,1400,,,0.95,1097
499383,2021-06-01,20601,2500,0,,0.92,5192
499383,2022-06-01,20601,2500,0,,0.91,2646
499383,2023-06-01,20601,2500,0,,0.97,4970
499383,2016-06-01,20601,1200,4464,,0.72,896
499383,2017-06-01,20601,1886,,,0.92,1349
499383,2025-06-01,20601,2500,0,,0.97,7581
499383,2015-06-01,20601,1200,4320,,0.7,861
499383,2024-06-01,20601,2500,,,0.97,7453
499383,2017-06-01,20601,1886,,,0.92,1349
499383,2020-06-01,20601,2500,0,,0.93,3628
499383,2022-06-01,20601,2500,0,,0.91,2646
499383,2016-06-01,20601,1200,4464,,0.72,896
499383,2015-06-01,20601,1200,4320,,0.7,861
499383,2025-06-01,20601,2500,0,,0.97,7581
499383,2018-06-01,20601,1500,,,0.93,1893
499383,2023-06-01,20601,2500,0,,0.97,4970
499383,2019-06-01,20601,2333,0,,0.93,2319
499383,2018-06-01,20601,1500,,,0.93,1893
499383,2019-06-01,20601,2333,0,,0.93,2319
499383,2020-06-01,20601,2500,0,,0.93,3628
499383,2021-06-01,20601,2500,0,,0.92,5192
499383,2024-06-01,20601,2500,,,0.97,7453
181113,2017-12-01,20749,,,,,
181113,2022-12-01,20749,,,,,
181113,2018-12-01,20749,,,,,
181113,2023-12-01,20749,,,,,
181113,2015-12-01,20749,,,,,
181113,2016-12-01,20749,,,,,
181113,2020-12-01,20749,,,,,
181113,2024-12-01,20749,,,,,
181113,2019-12-01,20749,,,,,
181113,2021-12-01,20749,,,,,
534543,2015-12-01,22412,90,,,0.58,7
534543,2017-12-01,22412,,,,,
534543,2016-12-01,22412,90,,,0.72,14
507661,2023-12-01,22589,,,,,
507661,2018-12-01,22589,,,,,
507661,2020-12-01,22589,,,,,
507661,2022-12-01,22589,,,,,
507661,2015-12-01,22589,,,,,
507661,2016-12-01,22589,,,,,
507661,2019-12-01,22589,,,,,
507661,2021-12-01,22589,,,,,
507661,2017-12-01,22589,,,,,
203273,2015-09-01,23786,0,,,,
203273,2021-09-01,23786,800,,,0.95,1832
203273,2018-09-01,23786,800,,,0.97,1704
203273,2023-09-01,23786,850,,,0.94,1859
544533,2024-09-01,23786,800,,,0.95,297
544533,2023-09-01,23786,431,,,0.97,123
544533,2025-09-01,23786,800,,,0.96,480
544533,2024-09-01,23786,800,,,0.95,297
544533,2025-09-01,23786,800,,,0.96,480
544533,2023-09-01,23786,431,,,0.97,123
745229,2023-09-01,23786,93,,,0.74,12
745229,2022-09-01,23786,91,,,0.71,7
745229,2025-09-01,23786,93,,,0.77,23
745229,2021-09-01,23786,34,,,0.94,5
745229,2024-09-01,23786,93,,,0.73,17
485621,2015-12-01,24296,1859,,9644,0.95,2526
485621,2016-12-01,24296,1905,,12439,0.93,2149
485621,2019-12-01,24296,,,,,
485621,2017-12-01,24296,1957,,25932,0.95,3250
485621,2015-12-01,24296,1859,,9644,0.95,2526
485621,2016-12-01,24296,1905,,12439,0.93,2149
485621,2017-12-01,24296,1957,,25932,0.95,3250
485621,2018-12-01,24296,1993,,16314,0.93,3091
485621,2018-12-01,24296,1993,,16314,0.93,3091
485621,2019-12-01,24296,,,,,
1361005,2023-12-01,24296,1788,,4964,0.87,969
1361005,2021-12-01,24296,1688,,33271,0.97,2431
1361005,2024-12-01,24296,1800,,10969,0.94,925
1361005,2018-12-01,24296,1400,,9412,0.92,738
1361005,2019-12-01,24296,1600,,6667,0.91,870
1361005,2020-12-01,24296,1650,,17813,0.95,1152
1361005,2022-12-01,24296,1738,,16108,0.95,2368
1361005,2016-12-01,24296,1118,,3445,0.87,248
1361005,2018-12-01,24296,1400,,9412,0.92,738
1361005,2019-12-01,24296,1600,,6667,0.91,870
1361005,2021-12-01,24296,1688,,33271,0.97,2431
1361005,2024-12-01,24296,1800,,10969,0.94,925
1361005,2022-12-01,24296,1738,,16108,0.95,2368
1361005,2023-12-01,24296,1788,,4964,0.87,969
1361005,2017-12-01,24296,1170,,3191,0.85,385
1361005,2020-12-01,24296,1650,,17813,0.95,1152
200556,2021-01-01,25944,,,,,
200556,2022-01-01,25944,,,,,
200556,2019-12-01,25944,,,,,
200556,2017-12-01,25944,,,,,
200556,2022-12-01,25944,,,,,
200556,2016-01-01,25944,,,,,
200556,2016-12-01,25944,,,,,
200556,2018-12-01,25944,,,,,
200556,2015-01-01,25944,,,,,
49516,2019-12-01,27163,23,,,,25
49516,2022-12-01,27163,0,,,1,97
49516,2020-12-01,27163,0,,,1,86
49516,2021-12-01,27163,0,,,1,129
49516,2023-12-01,27163,0,,,1,108
49516,2024-12-01,27163,0,,,1,152
31551,2020-12-01,27219,1702,,19663,0.96,4590
31551,2015-12-01,27219,1500,,19355,0.96,2461
31551,2017-12-01,27219,1022,,12871,0.97,3183
31551,2022-12-01,27219,,,,,
31551,2016-12-01,27219,1527,,24965,0.97,3000
31551,2018-12-01,27219,1611,,21799,0.97,4370
31551,2019-12-01,27219,1659,,20742,0.97,4975
31551,2021-12-01,27219,1479,,14767,0.96,3955
31551,2015-12-01,27219,1500,,19355,0.96,2461
31551,2022-12-01,27219,,,,,
31551,2021-12-01,27219,1479,,14767,0.96,3955
31551,2018-12-01,27219,1611,,21799,0.97,4370
31551,2017-12-01,27219,1022,,12871,0.97,3183
857412,2020-12-01,29405,10,,,0.89,1
857412,2024-12-01,29405,126,,,0.65,12
857412,2021-12-01,29405,115,,,0.62,3
857412,2023-12-01,29405,120,,,0.64,8
857412,2022-12-01,29405,118,,,0.63,5
201483,2019-12-01,31575,,,,,
201483,2017-12-01,31575,129,,,0.51,6
1398426,2021-12-01,1986971,,,,,
1398426,2019-12-01,1986971,,,,,
1398426,2022-12-01,1986971,,,,,
332806,2019-12-01,2539638,,,,,
332806,2021-12-01,2539638,,,,,
332806,2017-12-01,2539638,,,,,
332806,2023-12-01,2539638,,,,,
332806,2016-12-01,2539638,,,,,
332806,2020-12-01,2539638,,,,,
332806,2024-12-01,2539638,,,,,
332806,2018-12-01,2539638,,,,,
332806,2022-12-01,2539638,,,,,
1599924,2024-04-01,2924705,,,,,
1599924,2023-04-01,2924705,,,,,
1599924,2025-04-01,2924705,,,,,
1599924,2022-04-01,2924705,,,,,
495149,2023-12-01,2934436,,,,,
495149,2022-01-01,2934436,,,,,
495149,2022-12-01,2934436,,,,,
495149,2024-12-01,2934436,,,,,
495149,2021-01-01,2934436,,,,,
1310248,2021-12-01,3165150,,,,,
1310248,2024-12-01,3165150,,,,,
1310248,2020-12-01,3165150,,,,,
1310248,2022-12-01,3165150,,,,,
1310248,2022-12-01,3165150,,,,,
1310248,2023-12-01,3165150,,,,,
2107029,2023-12-01,3251556,,,,,
2107029,2022-12-01,3251556,,,,,
2107029,2020-12-01,3251556,,,,,
2107029,2021-12-01,3251556,,,,,
540927,2021-12-01,3314470,,,,,
540927,2022-12-01,3314470,,,,,
540927,2023-12-01,3314470,,,,,
540927,2020-12-01,3314470,,,,,
540927,2024-12-01,3314470,,,,,
540927,2023-12-01,3314470,,,,,
201483,2015-12-01,31575,124,,,0.52,4
201483,2018-12-01,31575,123,,,0.61,7
201483,2016-12-01,31575,141,,,0.58,5
333755,2017-12-01,31575,0,,,1,14
333755,2024-12-01,31575,165,,,,36
333755,2021-12-01,31575,145,,,0.47,16
333755,2019-12-01,31575,0,,,1,26
333755,2020-12-01,31575,0,,,1,14
333755,2022-12-01,31575,0,,,1,16
333755,2018-12-01,31575,0,,,1,12
333755,2023-12-01,31575,145,,,,6
333755,2016-12-01,31575,104,,,0.65,11
1094011,2020-12-01,665743,,,,,
1094011,2024-12-01,665743,,,,,
1094011,2022-12-01,665743,,,,,
1094011,2019-12-01,665743,,,,,
1094011,2021-12-01,665743,,,,,
1094011,2018-12-01,665743,,,,,
1094011,2023-12-01,665743,,,,,
485800,2023-12-01,867887,143,,,0.55,9
485800,2018-12-01,867887,123,,,0.65,1
485800,2024-12-01,867887,155,,,0.54,12
485800,2021-12-01,867887,145,,,0.54,6
485800,2020-12-01,867887,125,,,0.59,
485800,2019-12-01,867887,135,,,0.55,2
485800,2022-12-01,867887,140,,,0.54,8
33494,2020-12-01,1921326,1688,,13822,0.95,1572
33494,2024-12-01,1921326,1604,0,10965,0.95,2606
33494,2022-12-01,1921326,1700,0,13767,0.95,2781
33494,2018-12-01,1921326,1650,,5463,0.92,1190
33494,2016-12-01,1921326,1600,,8954,0.94,951
33494,2017-12-01,1921326,1638,,16699,0.96,1162
33494,2021-12-01,1921326,1700,,15273,0.95,1890
33494,2015-12-01,1921326,1588,,11828,0.94,1001
33494,2019-12-01,1921326,1650,,8453,0.93,1338
33494,2023-12-01,1921326,1700,0,8601,0.94,2850
33494,2018-12-01,1921326,1650,,5463,0.92,1190
33494,2024-12-01,1921326,1604,0,10965,0.95,2606
33494,2017-12-01,1921326,1638,,16699,0.96,1162
33494,2019-12-01,1921326,1650,,8453,0.93,1338
33494,2022-12-01,1921326,1700,0,13767,0.95,2781
33494,2016-12-01,1921326,1600,,8954,0.94,951
33494,2021-12-01,1921326,1700,,15273,0.95,1890
33494,2023-12-01,1921326,1700,0,8601,0.94,2850
33494,2020-12-01,1921326,1688,,13822,0.95,1572
33494,2015-12-01,1921326,1588,,11828,0.94,1001
1799113,2024-12-01,1921326,1607,0,5787,0.92,1047
1799113,2018-12-01,1921326,554,,344,0.77,45
1799113,2023-12-01,1921326,1427,0,3415,0.89,819
1799113,2024-12-01,1921326,1607,0,5787,0.92,1047
1799113,2021-12-01,1921326,1130,,5173,0.92,534
1799113,2022-12-01,1921326,1330,0,4207,0.9,700
1799113,2019-12-01,1921326,907,,2573,0.89,119
1799113,2020-12-01,1921326,1065,,6417,0.93,305
347211,2018-12-01,2040052,,,,,
347211,2015-12-01,2040052,,,,,
347211,2019-12-01,2040052,,,,,
347211,2020-12-01,2040052,,,,,
347211,2021-12-01,2040052,,,,,
347211,2017-12-01,2040052,,,,,
347211,2016-12-01,2040052,,,,,
32603,2025-01-01,2519758,950,,,0.69,37218
32603,2019-02-01,2519758,0,,,,
32603,2024-02-01,2519758,950,,,0.68,26247
32603,2018-02-01,2519758,0,,,,
32603,2023-02-01,2519758,0,,,,
32603,2020-01-01,2519758,0,,,,
32603,2017-02-01,2519758,0,,,,
32603,2021-01-01,2519758,0,,,,
32603,2022-01-01,2519758,0,,,,
32603,2024-02-01,2519758,950,,,0.68,26247
32603,2025-01-01,2519758,950,,,0.69,37218
47756,2022-12-01,3081537,,,,,
47756,2023-12-01,3081537,,,,,
47756,2021-12-01,3081537,,,,,
47756,2020-12-01,3081537,,,,,
333755,2023-12-01,3081537,,,,,
333755,2024-12-01,3081537,,,,,
377031,2023-12-01,3186282,0,,,1,18
377031,2022-12-01,3186282,0,,,1,10
377031,2020-12-01,3186282,130,,,,4
377031,2021-12-01,3186282,130,,,0.65,8
377031,2024-12-01,3186282,132,,,0.66,24
377031,2025-12-01,3186282,142,,,0.57,21
333755,2022-12-01,3456113,,,,,
333755,2024-12-01,3456113,,,,,
333755,2023-12-01,3456113,,,,,
333755,2021-12-01,3456113,,,,,
205405,2018-08-01,20589,1200,,4603,0.92,711
540099,2016-09-01,20589,,,,,
540099,2015-09-01,20589,783,,752,0.78,282
1075579,2016-12-01,23505,,,,,
1075579,2015-12-01,23505,,,,,
1075579,2017-12-01,23505,,,,,
1075579,2018-12-01,23505,,,,,
340655,2016-12-01,24040,,,,,
340655,2018-12-01,24040,,,,,
340655,2020-12-01,24040,,,,,
340655,2022-12-01,24040,,,,,
340655,2024-12-01,24040,,,,,
340655,2023-12-01,24040,,,,,
340655,2017-12-01,24040,,,,,
340655,2021-12-01,24040,,,,,
340655,2015-12-01,24040,,,,,
340655,2019-12-01,24040,,,,,
1123231,2016-12-01,26081,,,,,
1123231,2017-12-01,26081,,,,,
1123231,2018-12-01,26081,,,,,
1123231,2015-12-01,26081,,,,,
1123231,2019-12-01,26081,,,,,
1123231,2020-12-01,26081,,,,,
2032686,2023-12-01,27977,,,,,
2032686,2024-12-01,27977,,,,,
2032686,2022-12-01,27977,,,,,
1345036,2019-12-01,30261,433,,2311,0.87,160
1345036,2023-12-01,30261,550,,,0.66,297
1345036,2018-12-01,30261,403,,1026,0.84,110
1345036,2024-12-01,30261,900,,1508,0.8,355
1345036,2022-01-01,30261,450,,1389,0.83,259
1345036,2023-01-01,30261,521,,1672,0.82,258
735088,2018-12-01,947629,,,,,
735088,2020-12-01,947629,,,,,
735088,2022-12-01,947629,,,,,
735088,2024-12-01,947629,,,,,
735088,2015-12-01,947629,,,,,
735088,2019-12-01,947629,,,,,
735088,2023-12-01,947629,,,,,
735088,2016-12-01,947629,,,,,
735088,2017-12-01,947629,,,,,
735088,2021-12-01,947629,,,,,
762401,2019-12-01,1560214,,,,,
762401,2019-12-01,1560214,,,,,
762401,2022-12-01,1560214,,,,,
762401,2024-12-01,1560214,,,,,
762401,2020-12-01,1560214,,,,,
762401,2023-12-01,1560214,,,,,
762401,2018-12-01,1560214,,,,,
762401,2021-12-01,1560214,,,,,
1054826,2019-12-01,1560214,,,,,
1054826,2018-12-01,1560214,,,,,
1981116,2023-12-01,1560214,,,,,
1981116,2018-12-01,1560214,,,,,
1981116,2019-12-01,1560214,,,,,
1981116,2022-12-01,1560214,,,,,
1981116,2021-12-01,1560214,,,,,
1981116,2019-12-01,1560214,,,,,
1981116,2020-12-01,1560214,,,,,
1981116,2024-12-01,1560214,,,,,
82157,2020-12-01,1735209,,,,1,4
82157,2021-12-01,1735209,,,,1,7
82157,2022-12-01,1735209,,,,1,7
82157,2023-12-01,1735209,90,,,0.64,8
82157,2024-12-01,1735209,,,,,
180412,2018-12-01,1810090,44,,,,299
180412,2021-12-01,1810090,85,,,0.75,3
180412,2023-12-01,1810090,85,,,0.75,2
180412,2017-12-01,1810090,33,,,,130
180412,2020-12-01,1810090,50,,,0.65,1
180412,2022-12-01,1810090,85,,,0.75,13
180412,2019-12-01,1810090,50,,,,
180412,2024-12-01,1810090,85,,,0.75,25
1197971,2024-12-01,1810090,450,,,0.94,111
1197971,2018-12-01,1810090,450,,,0.84,128
1197971,2020-12-01,1810090,450,,,0.96,4224
1197971,2019-12-01,1810090,450,,,0.95,776
1197971,2022-12-01,1810090,450,,,0.98,5602
1197971,2023-12-01,1810090,450,,,0.96,1354
1197971,2017-12-01,1810090,288,,2501,0.9,23
1197971,2019-12-01,1810090,450,,,0.95,776
1197971,2021-12-01,1810090,450,,,0.98,4905
1197971,2018-12-01,1810090,450,,,0.84,128
1197971,2022-12-01,1810090,450,,,0.98,5602
1197971,2020-12-01,1810090,450,,,0.96,4224
1197971,2023-12-01,1810090,450,,,0.96,1354
1197971,2017-12-01,1810090,288,,2501,0.9,23
1197971,2021-12-01,1810090,450,,,0.98,4905
1197971,2024-12-01,1810090,450,,,0.94,111
332806,2016-12-01,2500705,,,,,
332806,2021-12-01,2500705,,,,,
332806,2018-12-01,2500705,,,,,
332806,2020-12-01,2500705,,,,,
332806,2022-12-01,2500705,,,,,
332806,2017-12-01,2500705,,,,,
332806,2023-12-01,2500705,,,,,
332806,2025-08-01,2500705,,,,,
332806,2019-12-01,2500705,,,,,
182411,2024-12-01,3107574,,,,,
182411,2025-12-01,3107574,,,,,
350055,2024-12-01,3107574,,,,,
350055,2025-12-01,3107574,,,,,
1315152,2024-12-01,3248666,,,,,
